Comment,Emotion
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger
i feel resentful that i have too,anger
im home i can feel how the cold has seeped into my arms and legs,anger
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,anger
i feel really honored that i could experience the brazilian public healthcare system from the inside,joy
i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover,joy
i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,joy
im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,joy
i woke up feeling cranky this morning,anger
i can t shake the feeling of being fundamentally dissatisfied with my selection in the democratic primaries,anger
i hate all shopping when i feel rushed by hoards of people,anger
i thought id talk today about getting cold feet im sure every bride will know that feeling when hubby to be did something that reeeeeeeeally pissed us off and we start yelling that we just cant do this anymore i cant marry someone like you,anger
